36.601810,40.763361,16.503631,12.635086
37.097885,40.227376,20.053095,7.605387
36.606861,38.422753,23.451726,28.679115
36.950350,40.816526,24.344863,26.808880
37.075996,39.152865,14.309317,6.359618
36.546657,39.574567,17.272591,26.064948
36.645067,39.041232,22.664802,28.255643
36.137940,36.839927,20.392206,29.470264
36.679061,39.841641,28.892745,26.962991
37.013998,39.665469,19.537105,14.469220
36.516009,40.086563,12.530782,28.673820
36.905408,37.834010,20.730715,16.090074
37.036571,40.146351,20.549138,30.193864
36.908010,38.261995,27.657295,26.265955
36.668540,37.578682,21.484637,6.634638
36.868501,37.766316,20.353542,31.313623
36.597387,39.367561,14.406625,24.796361
36.674222,38.574335,25.532783,27.238236
37.516024,41.104350,28.100613,29.678906
36.647497,40.140199,10.149360,21.223391
36.594129,40.591502,22.303003,30.520743
36.846471,38.889077,17.846454,15.322698
36.883351,37.702829,22.924302,13.686608
37.026412,37.019501,25.575458,11.068898
36.572035,38.811326,19.888232,24.735842
36.483603,40.757575,16.916624,31.740986
36.506690,40.733766,23.709483,28.017512
37.024211,36.955573,17.790965,28.074034
37.122704,39.458113,25.939070,8.160861
36.572757,40.021082,17.139402,26.254530
36.646752,37.822802,19.559202,29.871160
36.792306,39.122681,22.717403,30.915599
36.512288,38.163924,23.581782,8.239753
36.650609,39.303420,22.657536,17.534269
37.081538,39.365531,17.343456,12.664847
36.433066,38.679217,12.593882,19.512848
36.910579,38.955103,12.652100,10.311403
37.153710,38.218630,23.585663,25.993888
36.477173,39.243804,15.833130,14.203517
37.128283,34.926440,28.618386,27.850220
36.801384,39.721096,25.412806,12.892952
36.639445,40.448096,19.558182,15.048323
37.060513,37.385346,17.625585,28.639516
36.821897,38.847512,29.314885,12.869364
36.727982,39.864125,26.268090,28.130728
36.626648,38.181135,18.665062,14.551091
36.547499,38.208009,20.238850,13.968794
36.633979,39.016354,12.619988,14.277555
36.727548,40.060329,24.955784,26.750615
37.028669,37.302688,19.347980,16.155406
36.724245,39.402305,27.047076,29.843606
36.887492,39.791570,12.071189,13.129065
36.683103,37.318526,23.906187,28.776225
36.942556,39.293308,22.306656,9.609815
36.778291,40.979830,22.855586,29.017830
37.180717,39.093321,19.866567,30.417327
36.877175,38.892568,23.295984,22.144555
36.300723,40.967542,20.310923,27.291570
36.763476,38.346639,21.411512,13.412643
36.667546,38.888879,21.448498,29.994089
37.086574,40.840871,14.076885,16.577924
36.805991,41.391529,23.704915,12.518396
37.058845,37.703695,23.900662,16.001530
